,,,
,,,
51.2,,
,,,
,,,
,,,
51.3,,
,,,
,,,
,,,
51.4,,
,,,
,,,
,,,
51.5,,
,,,
,,,
,,,
51.6,,
,,,
,,,
,,,
51.7,,
,,,
,,,
,,,
51.8,,
,,,
,,,
,,,
51.9,,
,,,
,,,
,,,
52.0,,
,,,
,,,
,,,
52.1,,
,,,
,,,
,,,
52.2,,
,,,
,,,
,,,
52.3,,
,,,
,,,
,,,
52.4,,
,,,
,,,
,,,
52.5,,
,,,
,,,
,,,
52.6,,
,,,
,,,
,,,
52.7,,
,,,
,,,
,,,
52.8,,
,,,
,,,
,,,
52.9,,
,,,
,,,
,,,
53.0,,
,,,
,,,
,,,
53.1,,
,,,
,,,
,,,
53.2,,
,,,
,,,
,,,
53.3,,
,,,
,,,
,,,
53.4,,
,,,
,,,
,,,
53.5,,
,,,
,,,
,,,
53.6,,
,,,
,,,
,,,
53.7,,
,,,
,,,
,,,
53.8,,
,,,
,,,
,,,
53.9,,
,,,
,,,
,,,
54.0,,
,,,
,,,
,,,
54.1,,
,,,
,,,
,,,
54.2,,
,,,
,,,
,,,
54.3,,
,,,
,,,
,,,
54.4,,
,,,
,,,
,,,
54.5,,
,,,
,,,
,,,
54.6,,
,,,
,,,
,,,
54.7,,
,,,
,,,
,,,
54.8,,
,,,
,,,
,,,
54.9,,
,,,
,,,
,,,
55.0,,
,,,
,,,
,,,
55.1,,
,,,
,,,
,,,
55.2,,
,,,
,,,
,,,
55.3,,
,,,
,,,
,,,
55.4,,
,,,
,,,
,,,
55.5,,
,,,
,,,
,,,
55.6,,
,,,
,,,
,,,
55.7,,
,,,
,,,
,,,
55.8,,
,,,
,,,
,,,
55.9,,
,,,
,,,
,,,
56.0,,
,,,
,,,
,,,
56.1,,
,,,
,,,
,,,
56.2,,
,,,
,,,
,,,
56.3,,
,,,
,,,
,,,
56.4,,
,,,
,,,
,,,
56.5,,
,,,
,,,
,,,
56.6,,
,,,
,,,
,,,
56.7,,
,,,
,,,
,,,
56.8,,
,,,
,,,
,,,
56.9,,
,,,
,,,
,,,
57.0,,
,,,
,,,
,,,
57.1,,
,,,
,,,
,,,
57.2,,
,,,
,,,
,,,
57.3,,
,,,
,,,
,,,
57.4,,
,,,
,,,
,,,
57.5,,
,,,
,,,
,,,
57.6,,
,,,
,,,
,,,
57.7,,
,,,
,,,
,,,
57.8,,
,,,
,,,
,,,
57.9,,
,,,
,,,
,,,
58.0,,
,,,
,,,
,,,
58.1,,
,,,
,,,
,,,
58.2,,
,,,
,,,
,,,
58.3,,
,,,
,,,
,,,
58.4,,
,,,
,,,
,,,
58.5,,
,,,
,,,
,,,
58.6,,
,,,
,,,
,,,
58.7,,
,,,
,,,
,,,
58.8,,
,,,
,,,
,,,
58.9,,
,,,
,,,
,,,
59.0,,
,,,
,,,
,,,
59.1,,
,,,
,,,
,,,
59.2,,
,,,
,,,
,,,
59.3,,
,,,
,,,
,,,
59.4,,
,,,
,,,
,,,
59.5,,
,,,
,,,
,,,
59.6,,
,,,
,,,
,,,
59.7,,
,,,
,,,
,,,
59.8,,
,,,
,,,
,,,
59.9,,
,,,
,,,
,,,
60.0,,
,,,
,,,
,,,
60.1,,
,,,
,,,
,,,
60.2,,
,,,
,,,
,,,
60.3,,
,,,
,,,
,,,
60.4,,
,,,
,,,
,,,
60.5,,
,,,
,,,
,,,
60.6,,
,,,
,,,
,,,
60.7,,
,,,
,,,
,,,
60.8,,
,,,
,,,
,,,
60.9,,
,,,
,,,
,,,
61.0,,
,,,
,,,
,,,
61.1,,
,,,
,,,
,,,
61.2,,
,,,
,,,
,,,
61.3,,
,,,
,,,
,,,
61.4,,
,,,
,,,
,,,
61.5,,
,,,
,,,
,,,
61.6,,
,,,
,,,
,,,
61.7,,
,,,
,,,
,,,
61.8,,
,,,
,,,
,,,
61.9,,
,,,
,,,
,,,
62.0,,
,,,
,,,
,,,
62.1,,
,,,
,,,
,,,
62.2,,
,,,
,,,
,,,
62.3,,
,,,
,,,
,,,
62.4,,
,,,
,,,
,,,
62.5,,
,,,
,,,
,,,
62.6,,
,,,
,,,
,,,
62.7,,
,,,
,,,
,,,
62.8,,
,,,
,,,
,,,
62.9,,
,,,
,,,
,,,
63.0,,
,,,
,,,
,,,
63.1,,
,,,
,,,
,,,
63.2,,
,,,
,,,
,,,
63.3,,
,,,
,,,
,,,
63.4,,
,,,
,,,
,,,
63.5,,
,,,
,,,
,,,
63.6,,
,,,
,,,
,,,
63.7,,
,,,
,,,
,,,
63.8,,
,,,
,,,
,,,
63.9,,
,,,
,,,
,,,
64.0,,
,,,
,,,
,,,
64.1,,
,,,
,,,
,,,
64.2,,
,,,
,,,
,,,
64.3,,
,,,
,,,
,,,
64.4,,
,,,
,,,
,,,
64.5,,
,,,
,,,
,,,
64.6,,
,,,
,,,
,,,
64.7,,
,,,
,,,
,,,
64.8,,
,,,
,,,
,,,
64.9,,
,,,
,,,
,,,
65.0,,
,,,
,,,
,,,
65.1,,
,,,
,,,
,,,
65.2,,
,,,
,,,
,,,
65.3,,
,,,
,,,
,,,
65.4,,
,,,
,,,
,,,
65.5,,
,,,
,,,
,,,
65.6,,
,,,
,,,
,,,
65.7,,
,,,
,,,
,,,
65.8,,
,,,
,,,
,,,
65.9,,
,,,
,,,
,,,
66.0,,
,,,
,,,
,,,
66.1,,
,,,
,,,
,,,
66.2,,
,,,
,,,
,,,
66.3,,
,,,
,,,
,,,
66.4,,
,,,
,,,
,,,
66.5,,
,,,
,,,
,,,
66.6,,
,,,
,,,
,,,
66.7,,
,,,
,,,
,,,
66.8,,
,,,
,,,
,,,
66.9,,
,,,
,,,
,,,
67.0,,
,,,
,,,
,,,
67.1,,
,,,
,,,
,,,
67.2,,
,,,
,,,
,,,
67.3,,
,,,
,,,
,,,
67.4,,
,,,
,,,
,,,
67.5,,
,,,
,,,
,,,
67.6,,
,,,
,,,
,,,
67.7,,
,,,
,,,
,,,
67.8,,
,,,
,,,
,,,
67.9,,
,,,
,,,
,,,
68.0,,
,,,
,,,
,,,
68.1,,
,,,
,,,
,,,
68.2,,
,,,
,,,
,,,
68.3,,
,,,
,,,
,,,
68.4,,
,,,
,,,
,,,
68.5,,
,,,
,,,
,,,
68.6,,
,,,
,,,
,,,
68.7,,
,,,
,,,
,,,
68.8,,
,,,
,,,
,,,
68.9,,
,,,
,,,
,,,
69.0,,
,,,
,,,
,,,
69.1,,
,,,
,,,
,,,
69.2,,
,,,
,,,
,,,
69.3,,
,,,
,,,
,,,
69.4,,
,,,
,,,
,,,
69.5,,
,,,
,,,
,,,
69.6,,
,,,
,,,
,,,
69.7,,
,,,
,,,
,,,
69.8,,
,,,
,,,
,,,
69.9,,
,,,
,,,
,,,
70.0,,
,,,
,,,
,,,
70.1,,
,,,
,,,
,,,
70.2,,
,,,
,,,
,,,
70.3,,
,,,
,,,
,,,
70.4,,
,,,
,,,
,,,
70.5,,
,,,
,,,
,,,
70.6,,
,,,
,,,
,,,
70.7,,
,,,
,,,
,,,
70.8,,
,,,
,,,
,,,
70.9,,
,,,
,,,
,,,
71.0,,
,,,
,,,
,,,
71.1,,
,,,
,,,
,,,
71.2,,
,,,
,,,
,,,
71.3,,
,,,
,,,
,,,
71.4,,
,,,
,,,
,,,
71.5,,
,,,
,,,
,,,
71.6,,
,,,
,,,
,,,
71.7,,
,,,
,,,
,,,
71.8,,
,,,
,,,
,,,
71.9,,
,,,
,,,
,,,
72.0,,
,,,
,,,
,,,
72.1,,
,,,
,,,
,,,
72.2,,
,,,
,,,
,,,
72.3,,
,,,
,,,
,,,
72.4,,
,,,
,,,
,,,
72.5,,
,,,
,,,
,,,
72.6,,
,,,
,,,
,,,
72.7,,
,,,
,,,
,,,
72.8,,
,,,
,,,
,,,
72.9,,
,,,
,,,
,,,
73.0,,
,,,
,,,
,,,
73.1,,
,,,
,,,
,,,
73.2,,
,,,
,,,
,,,
73.3,,
,,,
,,,
,,,
73.4,,
,,,
,,,
,,,
73.5,,
,,,
,,,
,,,
73.6,,
,,,
,,,
,,,
73.7,,
,,,
,,,
,,,
73.8,,
,,,
,,,
,,,
73.9,,
,,,
,,,
,,,
74.0,,
,,,
,,,
,,,
74.1,,
,,,
,,,
,,,
74.2,,
,,,
,,,
,,,
74.3,,
,,,
,,,
,,,
74.4,,
,,,
,,,
,,,
74.5,,
,,,
,,,
,,,
74.6,,
,,,
,,,
,,,
74.7,,
,,,
,,,
,,,
74.8,,
,,,
,,,
,,,
74.9,,
,,,
,,,
,,,
75.0,,
,,,
,,,
,,,
75.1,,
,,,
,,,
,,,
75.2,,
,,,
,,,
,,,
75.3,,
,,,
,,,
,,,
75.4,,
,,,
,,,
,,,
75.5,,
,,,
,,,
,,,
75.6,,
,,,
,,,
,,,
75.7,,
,,,
,,,
,,,
75.8,,
,,,
,,,
,,,
75.9,,
,,,
,,,
,,,
76.0,,
,,,
,,,
,,,
76.1,,
,,,
,,,
,,,
76.2,,
,,,
,,,
,,,
76.3,,
,,,
,,,
,,,
76.4,,
,,,
,,,
,,,
76.5,,
,,,
,,,
,,,
76.6,,
,,,
,,,
,,,
76.7,,
,,,
,,,
,,,
76.8,,
,,,
,,,
,,,
76.9,,
,,,
,,,
,,,
77.0,,
,,,
,,,
,,,
77.1,,
,,,
,,,
,,,
77.2,,
,,,
,,,
,,,
77.3,,
,,,
,,,
,,,
77.4,,
,,,
,,,
,,,
77.5,,
,,,
,,,
,,,
77.6,,
,,,
,,,
,,,
77.7,,
,,,
,,,
,,,
77.8,,
,,,
,,,
,,,
77.9,,
,,,
,,,
,,,
78.0,,
,,,
,,,
,,,
78.1,,
,,,
,,,
,,,
78.2,,
,,,
,,,
,,,
78.3,,
,,,
,,,
,,,
78.4,,
,,,
,,,
,,,
78.5,,
,,,
,,,
,,,
78.6,,
,,,
,,,
,,,
78.7,,
,,,
,,,
,,,
78.8,,
,,,
,,,
,,,
78.9,,
,,,
,,,
,,,
79.0,,
,,,
,,,
,,,
79.1,,
,,,
,,,
,,,
79.2,,
,,,
,,,
,,,
79.3,,
,,,
,,,
,,,
79.4,,
,,,
,,,
,,,
79.5,,
,,,
,,,
,,,
79.6,,
,,,
,,,
,,,
79.7,,
,,,
,,,
,,,
79.8,,
,,,
,,,
,,,
79.9,,
,,,
,,,
,,,
80.0,,
,,,
,,,
,,,
80.1,,
,,,
,,,
,,,
80.2,,
,,,
,,,
,,,
80.3,,
,,,
,,,
,,,
80.4,,
,,,
,,,
,,,
80.5,,
,,,
,,,
,,,
80.6,,
,,,
,,,
,,,
80.7,,
,,,
,,,
,,,
80.8,,
,,,
,,,
,,,
80.9,,
,,,
,,,
,,,
81.0,,
,,,
,,,
,,,
81.1,,
,,,
,,,
,,,
81.2,,
,,,
,,,
,,,
81.3,,
,,,
,,,
,,,
81.4,,
,,,
,,,
,,,
81.5,,
,,,
,,,
,,,
81.6,,
,,,
,,,
,,,
81.7,,
,,,
,,,
,,,
81.8,,
,,,
,,,
,,,
81.9,,
,,,
,,,
,,,
82.0,,
,,,
,,,
,,,
82.1,,
,,,
,,,
,,,
82.2,,
,,,
,,,
,,,
82.3,,
,,,
,,,
,,,
82.4,,
,,,
,,,
,,,
82.5,,
,,,
,,,
,,,
82.6,,
,,,
,,,
,,,
82.7,,
,,,
,,,
,,,
82.8,,
,,,
,,,
,,,
82.9,,
,,,
,,,
,,,
83.0,,
,,,
,,,
,,,
83.1,,
,,,
,,,
,,,
83.2,,
,,,
,,,
,,,
83.3,,
,,,
,,,
,,,
83.4,,
,,,
,,,
,,,
83.5,,
,,,
,,,
,,,
83.6,,
,,,
,,,
,,,
83.7,,
,,,
,,,
,,,
83.8,,
,,,
,,,
,,,
83.9,,
,,,
,,,
,,,
84.0,,
,,,
,,,
,,,
84.1,,
,,,
,,,
,,,
84.2,,
,,,
,,,
,,,
84.3,,
,,,
,,,
,,,
84.4,,
,,,
,,,
,,,
84.5,,
,,,
,,,
,,,
84.6,,
,,,
,,,
,,,
84.7,,
,,,
,,,
,,,
84.8,,
,,,
,,,
,,,
84.9,,
,,,
,,,
,,,
85.0,,
,,,
,,,
,,,
85.1,,
,,,
,,,
,,,
85.2,,
,,,
,,,
,,,
85.3,,
,,,
,,,
,,,
85.4,,
,,,
,,,
,,,
85.5,,
,,,
,,,
,,,
85.6,,
,,,
,,,
,,,
85.7,,
,,,
,,,
,,,
85.8,,
,,,
,,,
,,,
85.9,,
,,,
,,,
,,,
86.0,,
,,,
,,,
,,,
86.1,,
,,,
,,,
,,,
86.2,,
,,,
,,,
,,,
86.3,,
,,,
,,,
,,,
86.4,,
,,,
,,,
,,,
86.5,,
,,,
,,,
,,,
86.6,,
,,,
,,,
,,,
86.7,,
,,,
,,,
,,,
86.8,,
,,,
,,,
,,,
86.9,,
,,,
,,,
,,,
87.0,,
,,,
,,,
,,,
87.1,,
,,,
,,,
,,,
87.2,,
,,,
,,,
,,,
87.3,,
,,,
,,,
,,,
87.4,,
,,,
,,,
,,,
87.5,,
,,,
,,,
,,,
87.6,,
,,,
,,,
,,,
87.7,,
,,,
,,,
,,,
87.8,,
,,,
,,,
,,,
87.9,,
,,,
,,,
,,,
88.0,,
,,,
,,,
,,,
88.1,,
,,,
,,,
,,,
88.2,,
,,,
,,,
,,,
88.3,,
,,,
,,,
,,,
88.4,,
,,,
,,,
,,,
88.5,,
,,,
,,,
,,,
88.6,,
,,,
,,,
,,,
88.7,,
,,,
,,,
,,,
88.8,,
,,,
,,,
,,,
88.9,,
,,,
,,,
,,,
89.0,,
,,,
,,,
,,,
89.1,,
,,,
,,,
,,,
89.2,,
,,,
,,,
,,,
89.3,,
,,,
,,,
,,,
89.4,,
,,,
,,,
,,,
89.5,,
,,,
,,,
,,,
89.6,,
,,,
,,,
,,,
89.7,,
,,,
,,,
,,,
89.8,,
,,,
,,,
,,,
89.9,,
,,,
,,,
,,,
90.0,,
,,,
,,,
,,,
90.1,,
,,,
,,,
,,,
90.2,,
,,,
,,,
,,,
90.3,,
,,,
,,,
,,,
90.4,,
,,,
,,,
,,,
90.5,,
,,,
,,,
,,,
90.6,,
,,,
,,,
,,,
90.7,,
,,,
,,,
,,,
90.8,,
,,,
,,,
,,,
90.9,,
,,,
,,,
,,,
91.0,,
,,,
,,,
,,,
91.1,,
,,,
,,,
,,,
91.2,,
,,,
,,,
,,,
91.3,,
,,,
,,,
,,,
91.4,,
,,,
,,,
,,,
91.5,,
,,,
,,,
,,,
91.6,,
,,,
,,,
,,,
91.7,,
,,,
,,,
,,,
91.8,,
,,,
,,,
,,,
91.9,,
,,,
,,,
,,,
92.0,,
,,,
,,,
,,,
92.1,,
,,,
,,,
,,,
92.2,,
,,,
,,,
,,,
92.3,,
,,,
,,,
,,,
92.4,,
,,,
,,,
,,,
92.5,,
,,,
,,,
,,,
92.6,,
,,,
,,,
,,,
92.7,,
,,,
,,,
,,,
92.8,,
,,,
,,,
,,,
92.9,,
,,,
,,,
,,,
93.0,,
,,,
,,,
,,,
93.1,,
,,,
,,,
,,,
93.2,,
,,,
,,,
,,,
93.3,,
,,,
,,,
,,,
93.4,,
,,,
,,,
,,,
93.5,,
,,,
,,,
,,,
93.6,,
,,,
,,,
,,,
93.7,,
,,,
,,,
,,,
93.8,,
,,,
,,,
,,,
93.9,,
,,,
,,,
,,,
94.0,,
,,,
,,,
,,,
94.1,,
,,,
,,,
,,,
94.2,,
,,,
,,,
,,,
94.3,,
,,,
,,,
,,,
94.4,,
,,,
,,,
,,,
94.5,,
,,,
,,,
,,,
94.6,,
,,,
,,,
,,,
94.7,,
,,,
,,,
,,,
94.8,,
,,,
,,,
,,,
94.9,,
,,,
,,,
,,,
95.0,,
,,,
,,,
,,,
95.1,,
,,,
,,,
,,,
95.2,,
,,,
,,,
,,,
95.3,,
,,,
,,,
,,,
95.4,,
,,,
,,,
,,,
95.5,,
,,,
,,,
,,,
95.6,,
,,,
,,,
,,,
95.7,,
,,,
,,,
,,,
95.8,,
,,,
,,,
,,,
95.9,,
,,,
,,,
,,,
96.0,,
,,,
,,,
,,,
96.1,,
,,,
,,,
,,,
96.2,,
,,,
,,,
,,,
96.3,,
,,,
,,,
,,,
96.4,,
,,,
,,,
,,,
96.5,,
,,,
,,,
,,,
96.6,,
,,,
,,,
,,,
96.7,,
,,,
,,,
,,,
96.8,,
,,,
,,,
,,,
96.9,,
,,,
,,,
,,,
97.0,,
,,,
,,,
,,,
97.1,,
,,,
,,,
,,,
97.2,,
,,,
,,,
,,,
97.3,,
,,,
,,,
,,,
97.4,,
,,,
,,,
,,,
97.5,,
,,,
,,,
,,,
97.6,,
,,,
,,,
,,,
97.7,,
,,,
,,,
,,,
97.8,,
,,,
,,,
,,,
97.9,,
,,,
,,,
,,,
98.0,,
,,,
,,,
,,,
98.1,,
,,,
,,,
,,,
98.2,,
,,,
,,,
,,,
98.3,,
,,,
,,,
,,,
98.4,,
,,,
,,,
,,,
98.5,,
,,,
,,,
,,,
98.6,,
,,,
,,,
,,,
98.7,,
,,,
,,,
,,,
98.8,,
,,,
,,,
,,,
98.9,,
,,,
,,,
,,,
99.0,,
,,,
,,,
,,,
99.1,,
,,,
,,,
,,,
99.2,,
,,,
,,,
,,,
99.3,,
,,,
,,,
,,,
99.4,,
,,,
,,,
,,,
99.5,,
,,,
,,,
,,,
99.6,,
,,,
,,,
,,,
99.7,,
,,,
,,,
,,,
99.8,,
,,,
,,,
,,,
99.9,,
,,,
,,,
,,,
100.0,,
,,,
,,,
,,,
100.1,,
,,,
,,,
,,,
100.2,,
,,,
,,,
,,,
100.3,,
,,,
,,,
,,,
100.4,,
,,,
,,,
,,,
100.5,,
,,,
,,,
,,,
100.6,,
,,,
,,,
,,,
100.7,,
,,,
,,,
,,,
100.8,,
,,,
,,,
,,,
100.9,,
,,,
,,,
,,,
101.0,,
,,,
,,,
,,,
101.1,,
,,,
,,,
,,,
101.2,,
,,,
,,,
,,,
101.3,,
,,,
,,,
,,,
101.4,,
,,,
,,,
,,,
101.5,,
,,,
,,,
,,,
101.6,,
,,,
,,,
,,,
101.7,,
,,,
,,,
,,,
101.8,,
,,,
,,,
,,,
101.9,,
,,,
,,,
,,,
102.0,,
,,,
,,,
,,,
102.1,,
,,,
,,,
,,,
102.2,,
,,,
,,,
,,,
102.3,,
,,,
,,,
,,,
102.4,,
,,,
,,,
,,,
102.5,,
,,,
,,,
,,,
102.6,,
,,,
,,,
,,,
102.7,,
,,,
,,,
,,,
102.8,,
,,,
,,,
,,,
102.9,,
,,,
,,,
,,,
103.0,,
,,,
,,,
,,,
103.1,,
,,,
,,,
,,,
103.2,,
,,,
,,,
,,,
103.3,,
,,,
,,,
,,,
103.4,,
,,,
,,,
,,,
103.5,,
,,,
,,,
,,,
103.6,,
,,,
,,,
,,,
103.7,,
,,,
,,,
,,,
103.8,,
,,,
,,,
,,,
103.9,,
,,,
,,,
,,,
104.0,,
,,,
,,,
,,,
104.1,,
,,,
,,,
,,,
104.2,,
,,,
,,,
,,,
104.3,,
,,,
,,,
,,,
104.4,,
,,,
,,,
,,,
104.5,,
,,,
,,,
,,,
104.6,,
,,,
,,,
,,,
104.7,,
,,,
,,,
,,,
104.8,,
,,,
,,,
,,,
104.9,,
,,,
,,,
,,,
105.0,,
,,,
,,,
,,,
105.1,,
,,,
,,,
,,,
105.2,,
,,,
,,,
,,,
105.3,,
,,,
,,,
,,,
105.4,,
,,,
,,,
,,,
105.5,,
,,,
,,,
,,,
105.6,,
,,,
,,,
,,,
105.7,,
,,,
,,,
,,,
105.8,,
,,,
,,,
,,,
105.9,,
,,,
,,,
,,,
106.0,,
,,,
,,,
,,,
106.1,,
,,,
,,,
,,,
106.2,,
,,,
,,,
,,,
106.3,,
,,,
,,,
,,,
106.4,,
,,,
,,,
,,,
106.5,,
,,,
,,,
,,,
106.6,,
,,,
,,,
,,,
106.7,,
,,,
,,,
,,,
106.8,,
,,,
,,,
,,,
106.9,,
,,,
,,,
,,,
107.0,,
,,,
,,,
,,,
107.1,,
,,,
,,,
,,,
107.2,,
,,,
,,,
,,,
107.3,,
,,,
,,,
,,,
107.4,,
,,,
,,,
,,,
107.5,,
,,,
,,,
,,,
107.6,,
,,,
,,,
,,,
107.7,,
,,,
,,,
,,,
107.8,,
,,,
,,,
,,,
107.9,,
,,,
,,,
,,,
108.0,,
,,,
,,,
,,,
108.1,,
,,,
,,,
,,,
108.2,,
,,,
,,,
,,,
108.3,,
,,,
,,,
,,,
108.4,,
,,,
,,,
,,,
108.5,,
,,,
,,,
,,,
108.6,,
,,,
,,,
,,,
108.7,,
,,,
,,,
,,,
108.8,,
,,,
,,,
,,,
108.9,,
,,,
,,,
,,,
109.0,,
,,,
,,,
,,,
109.1,,
,,,
,,,
,,,
109.2,,
,,,
,,,
,,,
109.3,,
,,,
,,,
,,,
109.4,,
,,,
,,,
,,,
109.5,,
,,,
,,,
,,,
109.6,,
,,,
,,,
,,,
109.7,,
,,,
,,,
,,,
109.8,,
,,,
,,,
,,,
109.9,,
,,,
,,,
,,,
110.0,,
,,,
,,,
,,,
110.1,,
,,,
,,,
,,,
110.2,,
,,,
,,,
,,,
110.3,,
,,,
,,,
,,,
110.4,,
,,,
,,,
,,,
110.5,,
,,,
,,,
,,,
110.6,,
,,,
,,,
,,,
110.7,,
,,,
,,,
,,,
110.8,,
,,,
,,,
,,,
110.9,,
,,,
,,,
,,,
111.0,,
,,,
,,,
,,,
111.1,,
,,,
,,,
,,,
111.2,,
,,,
,,,
,,,
111.3,,
,,,
,,,
,,,
111.4,,
,,,
,,,
,,,
111.5,,
,,,
,,,
,,,
111.6,,
,,,
,,,
,,,
111.7,,
,,,
,,,
,,,
111.8,,
,,,
,,,
,,,
111.9,,
,,,
,,,
,,,
112.0,,
,,,
,,,
,,,
112.1,,
,,,
,,,
,,,
112.2,,
,,,
,,,
,,,
112.3,,
,,,
,,,
,,,
112.4,,
,,,
,,,
,,,
112.5,,
,,,
,,,
,,,
112.6,,
,,,
,,,
,,,
112.7,,
,,,
,,,
,,,
112.8,,
,,,
,,,
,,,
112.9,,
,,,
,,,
,,,
113.0,,
,,,
,,,
,,,
113.1,,
,,,
,,,
,,,
113.2,,
,,,
,,,
,,,
113.3,,
,,,
,,,
,,,
113.4,,
,,,
,,,
,,,
113.5,,
,,,
,,,
,,,
113.6,,
,,,
,,,
,,,
113.7,,
,,,
,,,
,,,
113.8,,
,,,
,,,
,,,
113.9,,
,,,
,,,
,,,
114.0,,
,,,
,,,
,,,
114.1,,
,,,
,,,
,,,
114.2,,
,,,
,,,
,,,
114.3,,
,,,
,,,
,,,
114.4,,
,,,
,,,
,,,
114.5,,
,,,
,,,
,,,
114.6,,
,,,
,,,
,,,
114.7,,
,,,
,,,
,,,
114.8,,
,,,
,,,
,,,
114.9,,
,,,
,,,
,,,
115.0,,
,,,
,,,
,,,
115.1,,
,,,
,,,
,,,
115.2,,
,,,
,,,
,,,
115.3,,
,,,
,,,
,,,
115.4,,
,,,
,,,
,,,
115.5,,
,,,
,,,
,,,
115.6,,
,,,
,,,
,,,
115.7,,
,,,
,,,
,,,
115.8,,
,,,
,,,
,,,
115.9,,
,,,
,,,
,,,
116.0,,
,,,
,,,
,,,
116.1,,
,,,
,,,
,,,
116.2,,
,,,
,,,
,,,
116.3,,
,,,
,,,
,,,
116.4,,
,,,
,,,
,,,
116.5,,
,,,
,,,
,,,
116.6,,
,,,
,,,
,,,
116.7,,
,,,
,,,
,,,
116.8,,
,,,
,,,
,,,
116.9,,
,,,
,,,
,,,
117.0,,
,,,
,,,
,,,
117.1,,
,,,
,,,
,,,
117.2,,
,,,
,,,
,,,
117.3,,
,,,
,,,
,,,
117.4,,
,,,
,,,
,,,
117.5,,
,,,
,,,
,,,
117.6,,
,,,
,,,
,,,
117.7,,
,,,
,,,
,,,
117.8,,
,,,
,,,
,,,
117.9,,
,,,
,,,
,,,
118.0,,
,,,
,,,
,,,
118.1,,
,,,
,,,
,,,
118.2,,
,,,
,,,
,,,
118.3,,
,,,
,,,
,,,
118.4,,
,,,
,,,
,,,
118.5,,
,,,
,,,
,,,
118.6,,
,,,
,,,
,,,
118.7,,
,,,
,,,
,,,
118.8,,
,,,
,,,
,,,
118.9,,
,,,
,,,
,,,
119.0,,
,,,
,,,
,,,
119.1,,
,,,
,,,
,,,
119.2,,
,,,
,,,
,,,
119.3,,
,,,
,,,
,,,
119.4,,
,,,
,,,
,,,
119.5,,
,,,
,,,
,,,
119.6,,
,,,
,,,
,,,
119.7,,
,,,
,,,
,,,
119.8,,
,,,
,,,
,,,
119.9,,
,,,
,,,
,,,
120.0,,
,,,
,,,
,,,
120.1,,
,,,
,,,
,,,
120.2,,
,,,
,,,
,,,
120.3,,
,,,
,,,
,,,
120.4,,
,,,
,,,
,,,
120.5,,
,,,
,,,
,,,
120.6,,
,,,
,,,
,,,
120.7,,
,,,
,,,
,,,
120.8,,
,,,
,,,
,,,
120.9,,
,,,
,,,
,,,
121.0,,
,,,
,,,
,,,
121.1,,
,,,
,,,
,,,
121.2,,
,,,
,,,
,,,
121.3,,
,,,
,,,
,,,
121.4,,
,,,
,,,
,,,
121.5,,
,,,
,,,
,,,
121.6,,
,,,
,,,
,,,
121.7,,
,,,
,,,
,,,
121.8,,
,,,
,,,
,,,
121.9,,
,,,
,,,
,,,
122.0,,
,,,
,,,
,,,
122.1,,
,,,
,,,
,,,
122.2,,
,,,
,,,
,,,
122.3,,
,,,
,,,
,,,
122.4,,
,,,
,,,
,,,
122.5,,
,,,
,,,
,,,
122.6,,
,,,
,,,
,,,
122.7,,
,,,
,,,
,,,
122.8,,
,,,
,,,
,,,
122.9,,
,,,
,,,
,,,
123.0,,
,,,
,,,
,,,
123.1,,
,,,
,,,
,,,
123.2,,
,,,
,,,
,,,
123.3,,
,,,
,,,
,,,
123.4,,
,,,
,,,
,,,
123.5,,
,,,
,,,
,,,
123.6,,
,,,
,,,
,,,
123.7,,
,,,
,,,
,,,
123.8,,
,,,
,,,
,,,
123.9,,
,,,
,,,
,,,
124.0,,
,,,
,,,
,,,
124.1,,
,,,
,,,
,,,
124.2,,
,,,
,,,
,,,
124.3,,
,,,
,,,
,,,
124.4,,
,,,
,,,
,,,
124.5,,
,,,
,,,
,,,
124.6,,
,,,
,,,
,,,
124.7,,
,,,
,,,
,,,
124.8,,
,,,
,,,
,,,
124.9,,
,,,
,,,
,,,
125.0,,
,,,
,,,
,,,
125.1,,
,,,
,,,
,,,
125.2,,
,,,
,,,
,,,
125.3,,
,,,
,,,
,,,
125.4,,
,,,
,,,
,,,
125.5,,
,,,
,,,
,,,
125.6,,
,,,
,,,
,,,
125.7,,
,,,
,,,
,,,
125.8,,
,,,
,,,
,,,
125.9,,
,,,
,,,
,,,
126.0,,
,,,
,,,
,,,
126.1,,
,,,
,,,
,,,
126.2,,
,,,
,,,
,,,
126.3,,
,,,
,,,
,,,
126.4,,
,,,
,,,
,,,
126.5,,
,,,
,,,
,,,
126.6,,
,,,
,,,
,,,
126.7,,
,,,
,,,
,,,
126.8,,
,,,
,,,
,,,
126.9,,
,,,
,,,
,,,
127.0,,
,,,
,,,
,,,
127.1,,
,,,
,,,
,,,
127.2,,
,,,
,,,
,,,
127.3,,
,,,
,,,
,,,
127.4,,
,,,
,,,
,,,
127.5,,
,,,
,,,
,,,
127.6,,
,,,
,,,
,,,
127.7,,
,,,
,,,
,,,
127.8,,
,,,
,,,
,,,
127.9,,
,,,
,,,
,,,
128.0,,
,,,
,,,
,,,
128.1,,
,,,
,,,
,,,
128.2,,
,,,
,,,
,,,
128.3,,
,,,
,,,
,,,
128.4,,
,,,
,,,
,,,
128.5,,
,,,
,,,
,,,
128.6,,
,,,
,,,
,,,
128.7,,
,,,
,,,
,,,
128.8,,
,,,
,,,
,,,
128.9,,
