 1 , .001 
 .76 , 35.1 
 .83 , 41.9 
 .85 , 42 
 .79 , 42.4 
 .94 , 42.1 
 1.08 , 42.5 
 .84 , 40.6 
 .8 , 34.7 
 .8 , 30.2 
 1.27 , 30 
 .67 , 13.1 
 .48 , 13 
 .98 , 10.3 
 .8 , 13.2 
 .51 , 14.9 
 .35 , 10 
 .56 , 9.7 
 .75 , 7.5 
 .4 , 7.2 
 .29 , 2.2 
 .37 , 5.2 
 .51 , 6.7 
 .32 , 6.6 
 .34 , 6.4 
 .32 , 7.1 
 .33 , 7.6 
 .46 , 9.4 
 .48 , 10.6 
 .31 , 10 
 .83 , 3.3 
 .14 , 9.7 
 2.25 , 10.4 
 2.88 , 14.8 
 3.08 , 20.6 
 2.99 , 21.5 
 2.7 , 22.7 
 2.61 , 22.9 
 2.61 , 23.8 
 2.55 , 24.1 
 2.69 , 22.9 
 2.68 , 23.8 
 2.71 , 24 
 2.62 , 24.4 
 2.55 , 24.7 
 2.46 , 24.4 
 1.95 , 24.3 
 1.97 , 20 
 1.84 , 20.6 
 1.31 , 28.5 
 1.87 , 18.8 
 1.66 , 10.5 
 1.31 , 16.4 
 .77 , 20 
 .66 , 20.8 
 .62 , 16.7 
 3.45 , 20.9 
 3.86 , 25.9 
 4.06 , 31.3 
 4.31 , 35.4 
 4.36 , 34 
 4.41 , 36 
 4 , 36.7 
 3.19 , 34.7 
 2.68 , 30 
 2.79 , 23.4 
 3.06 , 23.5 
 2.77 , 24.2 
 3.38 , 25.2 
 6.12 , 34.1 
 8.11 , 47.7 
 8.47 , 45.9 
 9.01 , 67.7 
 8.78 , 79.7 
 7.94 , 80.1 
 7.81 , 82.6 
 7.29 , 80 
 6.7 , 79.1 
 6.85 , 72.1 
 7.89 , 41.1 
 6.1 , 70 
 7.24 , 70.3 
 7.44 , 69.8 
 7.56 , 70.3 
 7.9 , 52.3 
 7.12 , 64.1 
 9.3 , 68 
 9.27 , 76 
 8.91 , 76.9 
 8.78 , 76.3 
 8.2 , 78.7 
 7.7 , 75.1 
 6.65 , 70.4 
 4.85 , 60.1 
 3.2 , 41.8 
 2.48 , 27.8 
 2.64 , 23.7 
 2.79 , 23.4 
 2.94 , 24.2 
 3.3 , 25.6 
 3.98 , 25.4 
 4.45 , 23.9 
 4.51 , 28.8 
 4.8 , 33 
 5.11 , 36.8 
 5 , 38.9 
 5.07 , 39.9 
 5.13 , 42.1 
 5.16 , 42 
 3.6 , 58 
 1.74 , 54 
 4.2 , 37.5 
 6.78 , 41.5 
 8.02 , 57.1 
 9.58 , 71.9 
 9.69 , 81.2 
 9.2 , 83.4 
 6.78 , 81.9 
 3.78 , 61.6 
 2.94 , 37.1 
 2.7 , 24.5 
 2.69 , 22.2 
 2.68 , 22.5 
 2.6 , 23.2 
 2.7 , 22.8 
 2.65 , 22.7 
 2.63 , 23.1 
 2.63 , 23.5 
 2.73 , 24.1 
 3.03 , 25.7 
 3.32 , 27.3 
 3.78 , 31.6 
 4.47 , 35.3 
 4.16 , 37.5 
 3.21 , 34.8 
 3.08 , 28.1 
 3.12 , 28.2 
 3.32 , 28.8 
 3.34 , 31 
 3.83 , 34.2 
 4.16 , 37 
 5.03 , 44.7 
 7.95 , 50 
 8.59 , 66.3 
 8.18 , 74 
 8.16 , 78.9 
 8.27 , 78.5 
 6.97 , 76.7 
 7.8 , 76.5 
 7.36 , 74.9 
 6.96 , 65.6 
 6.35 , 30.2 
 5.48 , 41.7 
 4.94 , 43.5 
