1-1, 264 , .369 , .018 , .4 , 5.36 
 4.85714285714286E-02 , 5.14285714285715E-02 , 44.1294117647058 , 41.6777777777777 
 1.14342857142857 , 8 , 12 , 15 
 25 , 1.121 
 50 , 1.1 
 100 , 1.073 
 200 , 1.033 
 400 , .97 
 800 , .853 
 1600 , .743 
 3200 , .632 
 400 , .97 
 200 , .977 
 100 , .984 
 50 , .987 
 100 , .986 
 200 , .978 
 400 , .969 
,
,
,
,
,
,
,
,
,
,
50, 5.28 
 174.802623315946 , 1.0417 
 917.245524559109 , .9346 
 264.462564762573 , 1.0313 
 3200 , .632 
曲线
1-2, 136 , .302 , .018 , .44 , 4.16 
 0 , 0 , 0 , 0 
 .829057591623036 , 8 , 8 , 8 
 25 , .827 
 50 , .801 
 100 , .784 
 200 , .74 
 400 , .641 
 800 , .55 
 1600 , .468 
 3200 , .425 
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
 83.0226665078581 , .7892 
 824.39400311397 , .7257 
 135.86313809847 , .7828 
 799.999999999999 , .55 
曲线
65-29, 156 , .306 , .07 , .58 , 3.57 
 .113333333333333 , .146666666666667 , 18.2637571157495 , 14.1129032258064 
 1.06989247311828 , 8 , 11 , 13 
 25 , 1.046 
 50 , 1.019 
 100 , .978 
 200 , .92 
 400 , .849 
 800 , .757 
 1600 , .663 
 3200 , .562 
 400 , .849 
 200 , .856 
 100 , .883 
 200 , .863 
 400 , .839 
,
,
,
,
,
,
,
,
,
,
,
,
,
 82.9919764535119 , .9901 
 441.149231342537 , .8835 
 155.645199129521 , .9743 
 799.999999999999 , .757 
曲线
4-1,,,, .01 , 183.04 
 0 , 0 , 0 , 0 
 .830388059701493 , 8 , 8 , 8 
 25 , .808 
 50 , .783 
 100 , .78 
 200 , .779 
 400 , .777 
 800 , .771 
 1600 , .764 
 3200 , .759 
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
曲线
